Orden;Tipo de Registro;Nemo;ISIN;Numero Emisión;Estado;Fecha Registro;Fecha de Emisión;Fecha de Vencimiento;Periodicidad;Modalidad;Días al vencimiento;Moneda;Tipo Tasa;Tipo Tasa Referencia;Spread;Tipo de Calculo;Base de calculo;Precio;Fecha Ultimo Precio;Ultimo precio;Código ISIN2;Precio Limpio;Código ISIN3;TIR;Duracion ;Duracion Modificada ;Convexidad ;Cupon Corrido ;Margen;Calificación ;CALIF;CLASE;Especie;Emisor;Entidad;Rango Plazo;indicador;indicador2;Indicador Calif
946;D;CDTBPO90;COB02CD09023;0;A;06/04/2016;21/08/2012;21/08/2018;T;V;867;COP;3;IPC;3,9;2;0;103,381;;0;;101,986;;11,111;0;0;0;1,396;2,8997;AAA;;;;;;;;;
947;D;CDTBPO90;COB02CD09049;0;A;06/04/2016;22/08/2012;22/08/2024;T;V;3058;COP;3;IPC;4,2;2;0;100,572;;0;;99,171;;12,671;0;0;0;1,401;4,3444;AAA;;;;;;;;;
948;D;CDTBPO90;COB02CD09056;0;A;06/04/2016;22/08/2012;22/08/2027;T;V;4153;COP;3;IPC;4,25;2;0;97,375;;0;;95,968;;13,292;0;0;0;1,407;4,9191;AAA;;;;;;;;;
949;D;CDTBPO90;COB02CD09072;0;A;06/04/2016;23/08/2012;23/08/2027;T;V;4154;COP;3;IPC;4,25;2;0;97,341;;0;;95,966;;13,292;0;0;0;1,375;4,9193;AAA;;;;;;;;;
950;D;CDTBPO90;COB02CD09106;0;A;06/04/2016;24/08/2012;24/08/2024;T;V;3060;COP;3;IPC;4,2;2;0;100,503;;0;;99,166;;12,672;0;0;0;1,337;4,345;AAA;;;;;;;;;
951;D;CDTBPO90;COB02CD09114;0;A;06/04/2016;24/08/2012;24/08/2027;T;V;4155;COP;3;IPC;4,25;2;0;97,307;;0;;95,964;;13,292;0;0;0;1,343;4,9194;AAA;;;;;;;;;
952;D;CDTBPO90;COB02CD09122;0;A;06/04/2016;24/08/2012;24/08/2018;T;V;870;COP;3;IPC;3,9;2;0;103,283;;0;;101,981;;11,115;0;0;0;1,303;2,9038;AAA;;;;;;;;;
953;D;CDTBPO90;COB02CD09148;0;A;06/04/2016;27/08/2012;27/08/2022;T;V;2333;COP;3;IPC;4,1;2;0;101,283;;0;;100,052;;12,373;0;0;0;1,231;4,0683;AAA;;;;;;;;;
954;D;CDTBPO90;COB02CD09155;0;A;06/04/2016;27/08/2012;27/08/2024;T;V;3063;COP;3;IPC;4,2;2;0;100,401;;0;;99,159;;12,673;0;0;0;1,242;4,3457;AAA;;;;;;;;;
955;D;CDTBPO90;COB02CD09171;0;A;06/04/2016;28/08/2012;28/08/2018;T;V;874;COP;3;IPC;3,9;2;0;103,152;;0;;101,974;;11,122;0;0;0;1,178;2,9093;AAA;;;;;;;;;
956;D;CDTBPO90;COB02CD10781;0;A;06/04/2016;16/10/2014;16/10/2017;T;V;558;COP;3;IPC;2,8;2;0;102,517;;0;;100,423;;10,643;0;0;0;2,094;2,4658;AAA;;;;;;;;;
957;D;CDTBPO90;COB02CD10799;0;A;06/04/2016;16/10/2014;16/10/2016;T;V;193;COP;3;IPC;2,55;2;0;102,99;;0;;100,952;;8,65;0;0;0;2,038;0,6203;BRC1+;;;;;;;;;
958;D;CDTBPO90;COB02CD10815;0;A;06/04/2016;17/10/2014;17/10/2016;T;V;194;COP;3;IPC;2,55;2;0;102,965;;0;;100,953;;8,653;0;0;0;2,013;0,6233;BRC1+;;;;;;;;;
959;D;CDTBPO90;COB02CD10823;0;A;06/04/2016;17/10/2014;17/10/2017;T;V;559;COP;3;IPC;2,8;2;0;102,486;;0;;100,419;;10,645;0;0;0;2,067;2,4676;AAA;;;;;;;;;
960;D;CDTBPO80;COB02CD11144;0;A;06/04/2016;07/01/2015;07/07/2016;M;V;92;COP;3;IB1;1,1;2;0;100,595;;0;;100,019;;7,557;0;0;0;0,577;1,0453;BRC1+;;;;;;;;;
961;D;CDTBPO10;COB02CD11151;0;A;06/04/2016;07/01/2015;07/01/2017;T;V;276;COP;3;DTF;1,2;2;0;101,092;;0;;99,523;;8,445;0;0;0;1,57;1,8454;BRC1+;;;;;;;;;
962;D;CDTBPO10;COB02CD11177;0;A;06/04/2016;19/01/2015;19/01/2017;T;V;288;COP;3;DTF;1,2;2;0;100,839;;0;;99,458;;8,459;0;0;0;1,38;1,8581;BRC1+;;;;;;;;;
963;D;CDTBPO10;COB02CD11185;0;A;06/04/2016;20/01/2015;20/01/2017;T;V;289;COP;3;DTF;1,2;2;0;100,815;;0;;99,453;;8,461;0;0;0;1,362;1,8602;BRC1+;;;;;;;;;
964;D;CDTBPO80;COB02CD11193;0;A;06/04/2016;20/01/2015;20/07/2016;M;V;105;COP;3;IB1;1,1;2;0;100,262;;0;;99,938;;7,867;0;0;0;0,324;1,3367;BRC1+;;;;;;;;;
965;D;CDTBPO10;COB02CD11201;0;A;06/04/2016;22/01/2015;22/01/2017;T;V;291;COP;3;DTF;1,2;2;0;100,769;;0;;99,442;;8,462;0;0;0;1,326;1,8617;BRC1+;;;;;;;;;
966;D;CDTBPO80;COB02CD11219;0;A;06/04/2016;22/01/2015;22/07/2016;M;V;107;COP;3;IB1;1,1;2;0;100,22;;0;;99,936;;7,87;0;0;0;0,283;1,3395;BRC1+;;;;;;;;;
967;D;CDTBPO10;COB02CD11235;0;A;06/04/2016;23/01/2015;23/01/2017;T;V;292;COP;3;DTF;1,2;2;0;100,745;;0;;99,437;;8,465;0;0;0;1,308;1,8638;BRC1+;;;;;;;;;
968;D;CDTBPO80;COB02CD11243;0;A;06/04/2016;23/01/2015;25/07/2016;M;V;110;COP;3;IB1;1,1;2;0;100,2;;0;;99,936;;7,876;0;0;0;0,264;1,3451;BRC1+;;;;;;;;;
969;D;CDTBPO10;COB02CD11250;0;A;06/04/2016;26/01/2015;26/01/2017;T;V;295;COP;3;DTF;1,2;2;0;100,858;;0;;99,461;;8,468;0;0;0;1,397;1,867;BRC1+;;;;;;;;;
970;D;CDTBPO10;COB02CD11268;0;A;06/04/2016;28/01/2015;28/01/2017;T;V;297;COP;3;DTF;1,2;2;0;100,812;;0;;99,454;;8,47;0;0;0;1,358;1,8684;BRC1+;;;;;;;;;
971;D;CDTBPOS0V;COB02CD11508;0;A;06/04/2016;11/06/2015;11/06/2016;T;V;66;COP;1;FS;5,149;2;0;100,009;;0;;99,652;;7,276;0,1808;0,1685;0,1855;0,358;0,6477;BRC1+;;;;;;;;;
972;D;CDTBPOS0V;COB02CD11524;0;A;06/04/2016;12/06/2015;12/04/2016;P;V;6;COP;1;FS;5,1283;2;0;104,153;;0;;99,964;;7,293;0,0164;0,0153;0,0145;4,188;0,8387;BRC1+;;;;;;;;;
973;D;CDTBPOS0V;COB02CD11540;0;A;06/04/2016;12/06/2015;12/06/2016;T;V;67;COP;1;FS;5,1016;2;0;99,978;;0;;99,638;;7,277;0,1836;0,1711;0,1888;0,34;0,6477;BRC1+;;;;;;;;;
974;D;CDTBPOS0V;COB02CD11565;0;A;06/04/2016;17/06/2015;17/04/2016;P;V;11;COP;1;FS;5,1283;2;0;104,051;;0;;99,934;;7,348;0,0301;0,028;0,0269;4,117;0,8387;BRC1+;;;;;;;;;
975;D;CDTBPOS0V;COB02CD11581;0;A;06/04/2016;18/06/2015;18/06/2016;T;V;73;COP;1;FS;5,1016;2;0;99,86;;0;;99,604;;7,291;0,2;0,1864;0,2085;0,255;0,6477;BRC1+;;;;;;;;;
976;D;CDTBPOS0V;COB02CD11615;0;A;06/04/2016;24/06/2015;24/06/2016;T;V;79;COP;1;FS;5,1497;2;0;99,753;;0;;99,581;;7,308;0,2164;0,2016;0,2286;0,172;0,6477;BRC1+;;;;;;;;;
977;D;CDTBPO80;COB02CD11623;0;A;06/04/2016;30/06/2015;30/01/2017;M;V;299;COP;3;IB1;1,1;2;0;99,446;;0;;99,324;;8,506;0;0;0;0,122;1,9375;BRC1+;;;;;;;;;
978;D;CDTBPOS0V;COB02CD11656;0;A;06/04/2016;07/07/2015;07/04/2016;P;V;1;COP;1;FS;5,0682;2;0;103,781;;0;;99,994;;7,343;0,0027;0,0025;0,0024;3,787;0,8387;BRC1+;;;;;;;;;
979;D;CDTBPO80;COB02CD11680;0;A;06/04/2016;07/01/2015;07/07/2016;M;V;92;COP;3;IB1;1,1;2;0;100,595;;0;;100,019;;7,557;0;0;0;0,577;1,0453;BRC1+;;;;;;;;;
980;D;CDTBPO80;COB02CD11755;0;A;06/04/2016;19/08/2015;19/02/2017;M;V;319;COP;3;IB1;1,3;2;0;99,769;;0;;99,416;;8,53;0;0;0;0,353;1,9596;BRC1+;;;;;;;;;
981;D;CDTBPO80;COB02CD11763;0;A;06/04/2016;19/08/2015;19/08/2016;M;V;135;COP;3;IB1;0,95;2;0;100,176;;0;;99,839;;7,909;0;0;0;0,337;1,3764;BRC1+;;;;;;;;;
982;D;CDTBPO80;COB02CD11797;0;A;06/04/2016;20/08/2015;20/02/2017;M;V;320;COP;3;IB1;1,3;2;0;99,746;;0;;99,413;;8,531;0;0;0;0,332;1,9603;BRC1+;;;;;;;;;
983;D;CDTBPO80;COB02CD11805;0;A;06/04/2016;20/08/2015;20/08/2016;M;V;136;COP;3;IB1;0,95;2;0;100,155;;0;;99,838;;7,909;0;0;0;0,317;1,3767;BRC1+;;;;;;;;;
984;D;CDTBPO80;COB02CD11813;0;A;06/04/2016;24/08/2015;24/08/2016;M;V;140;COP;3;IB1;1;2;0;100,093;;0;;99,852;;7,917;0;0;0;0,241;1,3835;BRC1+;;;;;;;;;
985;D;CDTBPO90;COB02CD11870;0;A;06/04/2016;27/08/2015;27/08/2018;T;V;873;COP;3;IPC;2,75;2;0;100,663;;0;;99,577;;11,127;0;0;0;1,086;2,9142;AAA;;;;;;;;;
986;D;CDTBPO90;COB02CD11888;0;A;06/04/2016;27/08/2015;27/02/2017;T;V;327;COP;3;IPC;1,95;2;0;101,087;;0;;100,088;;9,829;0;0;0;0,999;1,7123;BRC1+;;;;;;;;;
987;D;CDTBPO90;COB02CD11912;0;A;06/04/2016;27/08/2015;27/08/2017;T;V;508;COP;3;IPC;2,25;2;0;101,162;;0;;100,13;;10,234;0;0;0;1,032;2,0878;AAA;;;;;;;;;
988;D;CDTBPO80;COB02CD11920;0;A;06/04/2016;28/08/2015;28/02/2017;M;V;328;COP;3;IB1;1,35;2;0;99,607;;0;;99,439;;8,541;0;0;0;0,168;1,9702;BRC1+;;;;;;;;;
989;D;CDTBPO80;COB02CD11938;0;A;06/04/2016;28/08/2015;28/08/2016;M;V;144;COP;3;IB1;1,05;2;0;100,029;;0;;99,867;;7,921;0;0;0;0,162;1,3872;BRC1+;;;;;;;;;
990;D;CDTBPO90;COB02CD11946;0;A;06/04/2016;28/08/2015;28/08/2018;T;V;874;COP;3;IPC;2,75;2;0;100,631;;0;;99,573;;11,128;0;0;0;1,058;2,9156;AAA;;;;;;;;;
991;D;CDTBPO90;COB02CD11953;0;A;06/04/2016;28/08/2015;28/08/2017;T;V;509;COP;3;IPC;2,25;2;0;101,132;;0;;100,127;;10,237;0;0;0;1,005;2,0901;AAA;;;;;;;;;
992;D;CDTBPO90;COB02CD11961;0;A;06/04/2016;28/08/2015;28/02/2017;T;V;328;COP;3;IPC;1,95;2;0;101,06;;0;;100,086;;9,83;0;0;0;0,973;1,7135;BRC1+;;;;;;;;;
993;D;CDTBPO90;COB02CD11979;0;A;06/04/2016;31/08/2015;31/08/2017;T;V;512;COP;3;IPC;2,25;2;0;101,046;;0;;100,121;;10,243;0;0;0;0,926;2,0958;AAA;;;;;;;;;
994;D;CDTBPO90;COB02CD11987;0;A;06/04/2016;31/08/2015;31/08/2018;T;V;877;COP;3;IPC;2,75;2;0;100,54;;0;;99,566;;11,133;0;0;0;0,974;2,9199;AAA;;;;;;;;;
995;D;CDTBPO80;COB02CD11995;0;A;06/04/2016;31/08/2015;31/08/2016;M;V;147;COP;3;IB1;1;2;0;99,944;;0;;99,824;;7,927;0;0;0;0,121;1,3929;BRC1+;;;;;;;;;
996;D;CDTBPO90;COB02CD12001;0;A;06/04/2016;01/09/2015;01/09/2017;T;V;513;COP;3;IPC;2,25;2;0;101,017;;0;;100,091;;10,245;0;0;0;0,926;2,0974;AAA;;;;;;;;;
997;D;CDTBPO90;COB02CD12019;0;A;06/04/2016;01/09/2015;01/09/2018;T;V;878;COP;3;IPC;2,75;2;0;100,508;;0;;99,534;;11,134;0;0;0;0,974;2,9213;AAA;;;;;;;;;
998;D;CDTBPO90;COB02CD12027;0;A;06/04/2016;02/09/2015;02/09/2018;T;V;879;COP;3;IPC;2,75;2;0;100,477;;0;;99,53;;11,135;0;0;0;0,947;2,9222;AAA;;;;;;;;;
999;D;CDTBPO90;COB02CD12035;0;A;06/04/2016;02/09/2015;02/09/2017;T;V;514;COP;3;IPC;2,25;2;0;100,987;;0;;100,088;;10,247;0;0;0;0,899;2,0997;AAA;;;;;;;;;
1000;D;CDTBPO90;COB02CD12050;0;A;06/04/2016;03/09/2015;03/09/2017;T;V;515;COP;3;IPC;2,25;2;0;100,958;;0;;100,085;;10,249;0;0;0;0,873;2,1012;AAA;;;;;;;;;
1001;D;CDTBPO90;COB02CD12068;0;A;06/04/2016;03/09/2015;03/03/2017;T;V;331;COP;3;IPC;1,95;2;0;100,971;;0;;100,126;;9,838;0;0;0;0,845;1,7209;BRC1+;;;;;;;;;
1002;D;CDTBPO90;COB02CD12084;0;A;06/04/2016;04/09/2015;04/09/2017;T;V;516;COP;3;IPC;2,25;2;0;100,929;;0;;100,082;;10,251;0;0;0;0,846;2,1028;AAA;;;;;;;;;
1003;D;CDTBPO80;COB02CD12100;0;A;06/04/2016;11/09/2015;11/09/2016;M;V;158;COP;3;IB1;1,1;2;0;100,353;;0;;99,852;;7,94;0;0;0;0,501;1,4056;BRC1+;;;;;;;;;
1004;D;CDTBPO80;COB02CD12118;0;A;06/04/2016;14/09/2015;14/09/2016;M;V;161;COP;3;IB1;1,1;2;0;100,289;;0;;99,848;;7,945;0;0;0;0,441;1,4101;BRC1+;;;;;;;;;
1005;D;CDTBPO80;COB02CD12134;0;A;06/04/2016;17/09/2015;19/09/2016;M;V;166;COP;3;IB1;1,1;2;0;100,226;;0;;99,842;;7,952;0;0;0;0,384;1,4163;BRC1+;;;;;;;;;
1006;D;CDTBPOS0V;COB02CD12142;0;A;06/04/2016;25/09/2015;25/09/2017;T;V;537;COP;1;FS;6,681;2;0;97,987;;0;;97,783;;8,549;1,41;1,2989;2,9288;0,204;0,9093;AAA;;;;;;;;;
1007;D;CDTBPOS0V;COB02CD12167;0;A;06/04/2016;01/10/2015;01/10/2016;P;V;178;COP;1;FS;6,4;2;0;102,587;;0;;99,298;;7,771;0,4877;0,4525;0,6246;3,289;0,8557;BRC1+;;;;;;;;;
1008;D;CDTBPOS0V;COB02CD12175;0;A;06/04/2016;01/10/2015;01/10/2018;T;V;908;COP;1;FS;7,1557;2;0;96,244;;0;;96,144;;9,196;2,2943;2,101;6,5683;0,099;0,9999;AAA;;;;;;;;;
1009;D;CDTBPO90;COB02CD12183;0;A;06/04/2016;01/10/2015;01/10/2018;T;V;908;COP;3;IPC;2,8;2;0;99,689;;0;;99,547;;11,179;0;0;0;0,142;2,9627;AAA;;;;;;;;;
1010;D;CDTBPO90;COB02CD12191;0;A;06/04/2016;01/10/2015;01/10/2017;P;V;543;COP;3;IPC;2,4;2;0;99,374;;0;;95,512;;10,337;0;0;0;3,863;2,1824;AAA;;;;;;;;;
1011;D;CDTBPO90;COB02CD12217;0;A;06/04/2016;01/10/2015;01/10/2016;T;V;178;COP;3;IPC;1,7;2;0;100,665;;0;;100,539;;8,373;0;0;0;0,126;0,3642;BRC1+;;;;;;;;;
1012;D;CDTBPO90;COB02CD12225;0;A;06/04/2016;01/10/2015;01/04/2017;T;V;360;COP;3;IPC;2,1;2;0;100,338;;0;;100,205;;9,906;0;0;0;0,132;1,7838;BRC1+;;;;;;;;;
1013;D;CDTBPOS0V;COB02CD12233;0;A;06/04/2016;01/10/2015;01/10/2016;T;V;178;COP;1;FS;6,2519;2;0;99,46;;0;;99,373;;7,768;0,4838;0,4489;0,6189;0,087;0,8557;BRC1+;;;;;;;;;
1014;D;CDTBPO90;COB02CD12241;0;A;06/04/2016;01/10/2015;01/07/2017;T;V;451;COP;3;IPC;2,25;2;0;100,365;;0;;100,231;;10,115;0;0;0;0,134;1,9776;AAA;;;;;;;;;
1015;D;CDTBPO90;COB02CD12266;0;A;06/04/2016;02/10/2015;02/04/2017;T;V;361;COP;3;IPC;2,1;2;0;100,309;;0;;100,204;;9,91;0;0;0;0,106;1,787;BRC1+;;;;;;;;;
1016;D;CDTBPO90;COB02CD12274;0;A;06/04/2016;02/10/2015;02/10/2018;T;V;909;COP;3;IPC;2,8;2;0;99,657;;0;;99,544;;11,181;0;0;0;0,113;2,9641;AAA;;;;;;;;;
1017;D;CDTBPO90;COB02CD12290;0;A;06/04/2016;05/10/2015;05/10/2016;T;V;182;COP;3;IPC;1,7;2;0;100,572;;0;;100,547;;8,383;0;0;0;0,025;0,3729;BRC1+;;;;;;;;;
1018;D;CDTBPO90;COB02CD12308;0;A;06/04/2016;06/10/2015;06/10/2016;T;V;183;COP;3;IPC;1,7;2;0;100,639;;0;;100,639;;8,386;0;0;0;0;0,376;BRC1+;;;;;;;;;
1019;D;CDTBPO90;COB02CD12324;0;A;06/04/2016;06/10/2015;06/10/2017;A;V;548;COP;3;IPC;2,4;2;0;102,906;;0;;98,967;;10,324;0;0;0;3,939;2,1712;AAA;;;;;;;;;
1020;D;CDTBPO90;COB02CD12332;0;A;06/04/2016;06/10/2015;06/10/2017;T;V;548;COP;3;IPC;2,4;2;0;100,315;;0;;100,315;;10,315;0;0;0;0;2,1627;AAA;;;;;;;;;
1021;D;CDTBPOS0V;COB02CD12340;0;A;06/04/2016;06/10/2015;06/10/2016;P;V;183;COP;1;FS;6,4;2;0;102,476;;0;;99,276;;7,783;0,5014;0,4651;0,648;3,2;0,8557;BRC1+;;;;;;;;;
1022;D;CDTBPO90;COB02CD12357;0;A;06/04/2016;07/10/2015;07/10/2017;T;V;549;COP;3;IPC;2,4;2;0;102,54;;0;;100,31;;10,318;0;0;0;2,231;2,1649;AAA;;;;;;;;;
1023;D;CDTBPO90;COB02CD12365;0;A;06/04/2016;07/10/2015;07/10/2017;A;V;549;COP;3;IPC;2,4;2;0;102,876;;0;;98,959;;10,326;0;0;0;3,917;2,1728;AAA;;;;;;;;;
1024;D;CDTBPOS0V;COB02CD12373;0;A;06/04/2016;07/10/2015;07/04/2016;P;V;1;COP;1;FS;5,913;2;0;102,937;;0;;99,997;;7,158;0,0027;0,0025;0,0024;2,94;0,8387;BRC1+;;;;;;;;;
1025;D;CDTBPO90;COB02CD12381;0;A;06/04/2016;07/10/2015;07/10/2016;T;V;184;COP;3;IPC;1,7;2;0;102,696;;0;;100,638;;8,388;0;0;0;2,057;0,3776;BRC1+;;;;;;;;;
1026;D;CDTBPO80;COB02CD12399;0;A;06/04/2016;08/10/2015;08/10/2018;M;V;915;COP;3;IB1;2,3;2;0;100,299;;0;;99,649;;9,069;0;0;0;0,651;2,4659;AAA;;;;;;;;;
1027;D;CDTBPO90;COB02CD12407;0;A;06/04/2016;08/10/2015;08/10/2017;T;V;550;COP;3;IPC;2,5;2;0;102,277;;0;;100,047;;10,628;0;0;0;2,23;2,452;AAA;;;;;;;;;
1028;D;CDTBPO90;COB02CD12415;0;A;06/04/2016;08/10/2015;08/10/2016;T;V;185;COP;3;IPC;1,75;2;0;102,598;;0;;100,552;;8,63;0;0;0;2,046;0,6015;BRC1+;;;;;;;;;
1029;D;CDTBPO90;COB02CD12423;0;A;06/04/2016;08/10/2015;08/10/2018;T;V;915;COP;3;IPC;2,9;2;0;102,153;;0;;99,826;;11,189;0;0;0;2,327;2,9715;AAA;;;;;;;;;
1030;D;CDTBPOS0V;COB02CD12431;0;A;06/04/2016;08/10/2015;08/04/2016;P;V;2;COP;1;FS;5,9612;2;0;102,941;;0;;99,993;;7,271;0,0055;0,0051;0,0048;2,947;0,8387;BRC1+;;;;;;;;;
1031;D;CDTBPOS0V;COB02CD12449;0;A;06/04/2016;08/10/2015;08/10/2018;T;V;915;COP;1;FS;7,3925;2;0;98,439;;0;;96,632;;9,204;2,2649;2,0739;6,5133;1,807;0,9999;AAA;;;;;;;;;
1032;D;CDTBPO80;COB02CD12456;0;A;06/04/2016;08/10/2015;08/04/2017;M;V;367;COP;3;IB1;1,85;2;0;100,463;;0;;99,848;;8,589;0;0;0;0,616;2,015;AAA;;;;;;;;;
1033;D;CDTBPO90;COB02CD12464;0;A;06/04/2016;08/10/2015;08/10/2017;S;V;550;COP;3;IPC;2,5;2;0;103,908;;0;;100,036;;10,63;0;0;0;3,872;2,4544;AAA;;;;;;;;;
1034;D;CDTBPOS0V;COB02CD12472;0;A;06/04/2016;08/10/2015;08/04/2016;P;V;2;COP;1;FS;5,9126;2;0;102,916;;0;;99,993;;7,406;0,0055;0,0051;0,0048;2,923;0,8387;BRC1+;;;;;;;;;
1035;D;CDTBPO80;COB02CD12480;0;A;06/04/2016;09/10/2015;09/04/2016;M;V;3;COP;3;IB1;1,4;2;0;100,568;;0;;100,006;;7,008;0;0;0;0,562;0,5295;BRC1+;;;;;;;;;
1036;D;CDTBPO90;COB02CD12498;0;A;06/04/2016;09/10/2015;09/10/2017;T;V;551;COP;3;IPC;2,5;2;0;102,246;;0;;100,042;;10,63;0;0;0;2,205;2,4539;AAA;;;;;;;;;
1037;D;CDTBPO90;COB02CD12506;0;A;06/04/2016;09/10/2015;09/01/2017;T;V;278;COP;3;IPC;1,95;2;0;102,286;;0;;100,214;;9,709;0;0;0;2,072;1,6012;BRC1+;;;;;;;;;
1038;D;CDTBPOS0V;COB02CD12514;0;A;06/04/2016;09/10/2015;09/04/2016;P;V;3;COP;1;FS;5,9612;2;0;102,921;;0;;99,99;;7,297;0,0082;0,0076;0,0072;2,931;0,8387;BRC1+;;;;;;;;;
1039;D;CDTBPO90;COB02CD12522;0;A;06/04/2016;09/10/2015;09/10/2016;T;V;186;COP;3;IPC;1,75;2;0;102,574;;0;;100,551;;8,631;0;0;0;2,023;0,603;BRC1+;;;;;;;;;
1040;D;CDTBPO90;COB02CD12530;0;A;06/04/2016;09/10/2015;09/10/2018;T;V;916;COP;3;IPC;2,9;2;0;102,12;;0;;99,819;;11,19;0;0;0;2,301;2,973;AAA;;;;;;;;;
1041;D;CDTBPO80;COB02CD12548;0;A;06/04/2016;13/10/2015;13/10/2018;M;V;920;COP;3;IB1;2,3;2;0;100,177;;0;;99,639;;9,072;0;0;0;0,537;2,469;AAA;;;;;;;;;
1042;D;CDTBPOS0V;COB02CD12555;0;A;06/04/2016;13/10/2015;13/10/2018;T;V;920;COP;1;FS;7,3925;2;0;98,307;;0;;96,603;;9,21;2,2786;2,0864;6,5762;1,704;0,9999;AAA;;;;;;;;;
1043;D;CDTBPOS0V;COB02CD12571;0;A;06/04/2016;14/10/2015;14/10/2017;T;V;556;COP;1;FS;7,108;2;0;100,025;;0;;98,406;;8,483;1,4332;1,3211;3,0401;1,619;0,8186;AAA;;;;;;;;;
1044;D;CDTBPOS0V;COB02CD12605;0;A;06/04/2016;14/10/2015;14/10/2016;T;V;191;COP;1;FS;6,2996;2;0;100,802;;0;;99,367;;7,745;0,5116;0,4748;0,6703;1,435;0,8046;BRC1+;;;;;;;;;
1045;D;CDTBPOS0V;COB02CD12639;0;A;06/04/2016;15/10/2015;15/04/2016;P;V;9;COP;1;FS;5,9612;2;0;102,801;;0;;99,97;;7,336;0,0247;0,0229;0,0219;2,832;0,8387;BRC1+;;;;;;;;;
1046;D;CDTBPO90;COB02CD12647;0;A;06/04/2016;15/10/2015;15/10/2018;T;V;922;COP;3;IPC;2,9;2;0;101,925;;0;;99,783;;11,199;0;0;0;2,142;2,9809;AAA;;;;;;;;;
1047;D;CDTBPO90;COB02CD12662;0;A;06/04/2016;16/10/2015;16/10/2016;T;V;193;COP;3;IPC;1,75;2;0;102,402;;0;;100,542;;8,65;0;0;0;1,86;0,6207;BRC1+;;;;;;;;;
1048;D;CDTBPO90;COB02CD12670;0;A;06/04/2016;16/10/2015;16/10/2017;T;V;558;COP;3;IPC;2,5;2;0;102,03;;0;;100,003;;10,644;0;0;0;2,027;2,4669;AAA;;;;;;;;;
1049;D;CDTBPO90;COB02CD12688;0;A;06/04/2016;16/10/2015;16/01/2017;T;V;285;COP;3;IPC;1,95;2;0;102,092;;0;;100,187;;9,727;0;0;0;1,905;1,6177;BRC1+;;;;;;;;;
1050;D;CDTBPO90;COB02CD12696;0;A;06/04/2016;16/10/2015;16/04/2017;T;V;375;COP;3;IPC;2,2;2;0;102,298;;0;;100,337;;9,946;0;0;0;1,961;1,8205;AAA;;;;;;;;;
1051;D;CDTBPOS0V;COB02CD12704;0;A;06/04/2016;16/10/2015;16/04/2016;P;V;10;COP;1;FS;5,9612;2;0;102,781;;0;;99,966;;7,338;0,0274;0,0255;0,0244;2,815;0,8387;BRC1+;;;;;;;;;
1052;D;CDTBPO90;COB02CD12720;0;A;06/04/2016;19/10/2015;19/10/2017;T;V;561;COP;3;IPC;2,5;2;0;101,938;;0;;99,987;;10,649;0;0;0;1,951;2,472;AAA;;;;;;;;;
1053;D;CDTBPO90;COB02CD12738;0;A;06/04/2016;19/10/2015;19/10/2018;T;V;926;COP;3;IPC;2,9;2;0;101,795;;0;;99,758;;11,204;0;0;0;2,036;2,9861;AAA;;;;;;;;;
1054;D;CDTBPO80;COB02CD12753;0;A;06/04/2016;19/10/2015;19/04/2017;M;V;378;COP;3;IB1;1,85;2;0;100,212;;0;;99,833;;8,601;0;0;0;0,379;2,0267;AAA;;;;;;;;;
1055;D;CDTBPOS0V;COB02CD12761;0;A;06/04/2016;20/10/2015;20/10/2018;T;V;927;COP;1;FS;7,392;2;0;98,122;;0;;96,562;;9,219;2,2977;2,1037;6,6647;1,561;0,9999;AAA;;;;;;;;;
1056;D;CDTBPO90;COB02CD12779;0;A;06/04/2016;20/10/2015;20/10/2017;T;V;562;COP;3;IPC;2,5;2;0;101,907;;0;;99,981;;10,651;0;0;0;1,926;2,4739;AAA;;;;;;;;;
1057;D;CDTBPOS0V;COB02CD12787;0;A;06/04/2016;20/10/2015;20/04/2016;P;V;14;COP;1;FS;5,9612;2;0;102,701;;0;;99,952;;7,345;0,0384;0,0357;0,0346;2,749;0,8387;BRC1+;;;;;;;;;
1058;D;CDTBPO90;COB02CD12803;0;A;06/04/2016;21/10/2015;21/10/2017;T;V;563;COP;3;IPC;2,5;2;0;101,876;;0;;99,976;;10,653;0;0;0;1,901;2,4759;AAA;;;;;;;;;
1059;D;CDTBPO90;COB02CD12811;0;A;06/04/2016;21/10/2015;21/10/2016;T;V;198;COP;3;IPC;1,75;2;0;102,279;;0;;100,535;;8,664;0;0;0;1,744;0,6332;BRC1+;;;;;;;;;
1060;D;CDTBPO90;COB02CD12829;0;A;06/04/2016;22/10/2015;22/10/2018;T;V;929;COP;3;IPC;2,9;2;0;101,698;;0;;99,74;;11,208;0;0;0;1,957;2,9899;AAA;;;;;;;;;
1061;D;CDTBPOS0V;COB02CD12837;0;A;06/04/2016;19/10/2015;19/04/2016;P;V;13;COP;1;FS;5,62;2;0;102,551;;0;;99,944;;7,339;0,0356;0,0331;0,032;2,607;0,8387;BRC1+;;;;;;;;;
1062;D;CDTBPO90;COB02CD12845;0;A;06/04/2016;22/10/2015;22/10/2016;T;V;199;COP;3;IPC;1,75;2;0;102,255;;0;;100,534;;8,665;0;0;0;1,721;0,6346;BRC1+;;;;;;;;;
